date;home_team;away_team;home_team_fifa_rank;away_team_fifa_rank;home_team_total_fifa_points;away_team_total_fifa_points;home_team_score;away_team_score;tournament;country;home_team_result;home_team_goalkeeper_score;away_team_goalkeeper_score;home_team_mean_defense_score;home_team_mean_offense_score;home_team_mean_midfield_score;away_team_mean_defense_score;away_team_mean_offense_score;away_team_mean_midfield_score
07/07/2019;USA;Mexico;30;18;1495;1557;0;1;Gold Cup;USA;Lose;75.0;77.0;76.2;76.3;76.8;76.0;77.3;81.2
02/07/2019;Brazil;Argentina;3;11;1681;1582;2;0;Copa América;Brazil;Win;86.0;81.0;87.0;88.7;86.2;82.5;90.3;84.0
29/06/2019;Cameroon;Ghana;51;50;1404;1423;0;0;African Cup of Nations;Egypt;Draw;78.0;69.0;77.2;79.0;74.8;75.5;78.0;77.8
29/06/2019;Mexico;Costa Rica;18;39;1557;1453;1;1;Gold Cup;USA;Win;77.0;87.0;76.0;77.3;81.2;74.5;72.0;71.0
24/06/2019;Ecuador;Japan;60;28;1375;1496;1;1;Copa América;Brazil;Draw;74.0;72.0;74.0;75.7;75.5;76.0;76.3;79.5
23/06/2019;Qatar;Argentina;55;11;1396;1582;0;2;Copa América;Brazil;Lose;;81.0;;;;82.5;90.3;84.0
20/06/2019;Uruguay;Japan;8;28;1615;1496;2;2;Copa América;Brazil;Draw;81.0;72.0;83.5;86.7;78.5;76.0;76.3;79.5
19/06/2019;Mexico;Canada;18;78;1557;1314;3;1;Gold Cup;USA;Win;77.0;71.0;76.0;77.3;81.2;66.5;70.7;74.5
16/06/2019;Uruguay;Ecuador;8;60;1615;1375;4;0;Copa América;Brazil;Win;81.0;74.0;83.5;86.7;78.5;74.0;75.7;75.5
11/06/2019;Croatia;Tunisia;5;28;1621;1491;1;2;Friendly;Croatia;Lose;83.0;71.0;81.0;81.7;86.8;73.0;71.3;75.8
11/06/2019;South Korea;Iran;37;21;1462;1516;1;1;Friendly;South Korea;Draw;74.0;72.0;71.8;74.3;77.8;69.0;73.3;71.0
09/06/2019;Mexico;Ecuador;18;59;1549;1378;3;2;Friendly;USA;Win;77.0;74.0;76.0;77.3;81.2;74.0;75.7;75.5
09/06/2019;Switzerland;England;8;4;1604;1647;0;0;UEFA Nations League;Portugal;Lose;82.0;83.0;78.8;74.3;79.0;82.5;85.3;82.2
09/06/2019;Portugal;Netherlands;7;16;1607;1554;1;0;UEFA Nations League;Portugal;Win;84.0;81.0;81.8;85.0;83.8;82.0;83.0;82.2
08/06/2019;Croatia;Wales;5;19;1621;1539;2;1;UEFA Euro qualification;Croatia;Win;83.0;75.0;81.0;81.7;86.8;76.5;77.7;76.2
07/06/2019;South Korea;Australia;37;41;1462;1441;1;0;Friendly;South Korea;Win;74.0;78.0;71.8;74.3;77.8;73.2;69.7;75.8
06/06/2019;England;Netherlands;4;16;1647;1554;1;3;UEFA Nations League;Portugal;Lose;83.0;81.0;82.5;85.3;82.2;82.0;83.0;82.2
05/06/2019;Brazil;Qatar;3;55;1676;1398;2;0;Friendly;Brazil;Win;86.0;;87.0;88.7;86.2;;;
05/06/2019;Portugal;Switzerland;7;8;1607;1604;3;1;UEFA Nations League;Portugal;Win;84.0;82.0;81.8;85.0;83.8;78.8;74.3;79.0
26/03/2019;Morocco;Argentina;43;11;1440;1582;0;1;Friendly;Morocco;Lose;77.0;81.0;78.8;78.0;78.5;82.5;90.3;84.0
26/03/2019;Switzerland;Denmark;8;10;1599;1589;3;3;UEFA Euro qualification;Switzerland;Draw;82.0;84.0;78.8;74.3;79.0;79.5;77.3;81.2
25/03/2019;Portugal;Serbia;6;31;1614;1481;1;1;UEFA Euro qualification;Portugal;Draw;84.0;79.0;81.8;85.0;83.8;79.8;75.3;83.2
24/03/2019;Netherlands;Germany;14;16;1560;1558;2;3;UEFA Euro qualification;Netherlands;Lose;81.0;90.0;82.0;83.0;82.2;86.0;83.7;86.8
21/03/2019;USA;Ecuador;25;58;1501;1382;1;0;Friendly;USA;Win;75.0;74.0;76.2;76.3;76.8;74.0;75.7;75.5
20/03/2019;Germany;Serbia;16;31;1558;1481;1;1;Friendly;Germany;Draw;90.0;79.0;86.0;83.7;86.8;79.8;75.3;83.2
02/02/2019;USA;Costa Rica;25;36;1497;1464;2;0;Friendly;USA;Win;75.0;87.0;76.2;76.3;76.8;74.5;72.0;71.0
01/02/2019;Japan;Qatar;50;93;1414;1258;1;3;AFC Asian Cup;United Arab Emirates;Lose;72.0;;76.0;76.3;79.5;;;
28/01/2019;Iran;Japan;29;50;1481;1414;0;3;AFC Asian Cup;United Arab Emirates;Lose;72.0;72.0;69.0;73.3;71.0;76.0;76.3;79.5
25/01/2019;South Korea;Qatar;53;93;1405;1258;0;1;AFC Asian Cup;United Arab Emirates;Lose;74.0;;71.8;74.3;77.8;;;
21/01/2019;Japan;Saudi Arabia;50;69;1414;1335;1;0;AFC Asian Cup;United Arab Emirates;Win;72.0;70.0;76.0;76.3;79.5;72.0;68.7;73.0
17/01/2019;Saudi Arabia;Qatar;69;93;1335;1258;0;2;AFC Asian Cup;United Arab Emirates;Lose;70.0;;72.0;68.7;73.0;;;
31/12/2018;South Korea;Saudi Arabia;53;69;1405;1335;0;0;Friendly;United Arab Emirates;Draw;74.0;70.0;71.8;74.3;77.8;72.0;68.7;73.0
31/12/2018;Qatar;Iran;93;29;1258;1481;1;2;Friendly;Qatar;Lose;;72.0;;;;69.0;73.3;71.0
20/11/2018;Portugal;Poland;7;21;1616;1523;1;1;UEFA Nations League;Portugal;Draw;84.0;84.0;81.8;85.0;83.8;78.0;82.0;77.2
20/11/2018;Argentina;Mexico;12;16;1573;1549;2;0;Friendly;Argentina;Win;81.0;77.0;82.5;90.3;84.0;76.0;77.3;81.2
20/11/2018;Brazil;Cameroon;3;51;1669;1408;1;0;Friendly;England;Win;86.0;78.0;87.0;88.7;86.2;77.2;79.0;74.8
20/11/2018;France;Uruguay;2;6;1732;1617;1;0;Friendly;France;Win;88.0;81.0;84.8;83.7;88.2;83.5;86.7;78.5
20/11/2018;Tunisia;Morocco;22;47;1515;1422;0;1;Friendly;Tunisia;Lose;71.0;77.0;73.0;71.3;75.8;78.8;78.0;78.5
19/11/2018;Germany;Netherlands;14;15;1555;1550;2;2;UEFA Nations League;Germany;Draw;90.0;81.0;86.0;83.7;86.8;82.0;83.0;82.2
18/11/2018;Switzerland;Belgium;8;1;1598;1733;5;2;UEFA Nations League;Switzerland;Win;82.0;90.0;78.8;74.3;79.0;83.8;88.3;85.8
18/11/2018;England;Croatia;5;4;1619;1635;2;1;UEFA Nations League;England;Win;83.0;83.0;82.5;85.3;82.2;81.0;81.7;86.8
17/11/2018;Australia;South Korea;42;53;1432;1401;1;1;Friendly;Australia;Draw;78.0;74.0;73.2;69.7;75.8;71.8;74.3;77.8
16/11/2018;Netherlands;France;15;2;1550;1732;2;0;UEFA Nations League;Netherlands;Win;81.0;88.0;82.0;83.0;82.2;84.8;83.7;88.2
16/11/2018;Wales;Denmark;18;10;1538;1584;1;2;UEFA Nations League;Wales;Lose;75.0;84.0;76.5;77.7;76.2;79.5;77.3;81.2
16/11/2018;Argentina;Mexico;12;16;1573;1549;2;0;Friendly;Argentina;Win;81.0;77.0;82.5;90.3;84.0;76.0;77.3;81.2
16/11/2018;Brazil;Uruguay;3;6;1669;1617;1;0;Friendly;England;Win;86.0;81.0;87.0;88.7;86.2;83.5;86.7;78.5
16/11/2018;Morocco;Cameroon;47;51;1422;1408;2;0;African Cup of Nations qualification;Morocco;Win;77.0;78.0;78.8;78.0;78.5;77.2;79.0;74.8
15/11/2018;Croatia;Spain;4;9;1635;1594;3;2;UEFA Nations League;Croatia;Win;83.0;91.0;81.0;81.7;86.8;87.8;86.3;87.5
15/11/2018;England;USA;5;23;1619;1506;3;0;Friendly;England;Win;83.0;75.0;82.5;85.3;82.2;76.2;76.3;76.8
14/11/2018;Switzerland;Qatar;8;96;1598;1248;0;1;Friendly;Switzerland;Lose;82.0;;78.8;74.3;79.0;;;
16/10/2018;France;Germany;1;12;1729;1568;2;1;UEFA Nations League;France;Win;88.0;90.0;84.8;83.7;88.2;86.0;83.7;86.8
16/10/2018;Belgium;Netherlands;1;17;1729;1540;1;1;Friendly;Belgium;Draw;90.0;81.0;83.8;88.3;85.8;82.0;83.0;82.2
16/10/2018;Japan;Uruguay;54;5;1398;1632;4;3;Kirin Challenge Cup;Japan;Win;72.0;81.0;76.0;76.3;79.5;83.5;86.7;78.5
16/10/2018;Argentina;Brazil;11;3;1575;1663;0;1;Superclásico de las Américas;Saudi Arabia;Lose;81.0;86.0;82.5;90.3;84.0;87.0;88.7;86.2
15/10/2018;Spain;England;9;6;1597;1612;2;3;UEFA Nations League;Spain;Lose;91.0;83.0;87.8;86.3;87.5;82.5;85.3;82.2
13/10/2018;Netherlands;Germany;17;12;1540;1568;3;0;UEFA Nations League;Netherlands;Win;81.0;90.0;82.0;83.0;82.2;86.0;83.7;86.8
12/10/2018;Belgium;Switzerland;1;8;1729;1598;2;1;UEFA Nations League;Belgium;Win;90.0;82.0;83.8;88.3;85.8;78.8;74.3;79.0
12/10/2018;Croatia;England;4;6;1634;1612;0;0;UEFA Nations League;Croatia;Draw;83.0;83.0;81.0;81.7;86.8;82.5;85.3;82.2
12/10/2018;South Korea;Uruguay;55;5;1395;1632;2;1;Friendly;South Korea;Win;74.0;81.0;71.8;74.3;77.8;83.5;86.7;78.5
12/10/2018;Qatar;Ecuador;94;58;1247;1378;4;3;Friendly;Qatar;Win;;74.0;;;;74.0;75.7;75.5
12/10/2018;Saudi Arabia;Brazil;71;3;1337;1663;0;2;Friendly;Saudi Arabia;Lose;70.0;86.0;72.0;68.7;73.0;87.0;88.7;86.2
11/10/2018;Poland;Portugal;18;7;1537;1606;2;3;UEFA Nations League;Poland;Lose;84.0;84.0;78.0;82.0;77.2;81.8;85.0;83.8
11/10/2018;Mexico;Costa Rica;15;37;1550;1460;3;2;Friendly;Mexico;Win;77.0;87.0;76.0;77.3;81.2;74.5;72.0;71.0
11/10/2018;Wales;Spain;19;9;1536;1597;1;4;Friendly;Wales;Lose;75.0;91.0;76.5;77.7;76.2;87.8;86.3;87.5
11/09/2018;Spain;Croatia;9;4;1580;1643;6;0;UEFA Nations League;Spain;Win;91.0;83.0;87.8;86.3;87.5;81.0;81.7;86.8
11/09/2018;England;Switzerland;6;8;1615;1597;1;0;Friendly;England;Win;83.0;82.0;82.5;85.3;82.2;78.8;74.3;79.0
11/09/2018;Japan;Costa Rica;55;32;1392;1471;3;0;Kirin Challenge Cup;Japan;Win;72.0;87.0;76.0;76.3;79.5;74.5;72.0;71.0
11/09/2018;USA;Mexico;22;16;1508;1560;1;0;Friendly;USA;Win;75.0;77.0;76.2;76.3;76.8;76.0;77.3;81.2
09/09/2018;France;Netherlands;1;17;1726;1540;2;1;UEFA Nations League;France;Win;88.0;81.0;84.8;83.7;88.2;82.0;83.0;82.2
09/09/2018;Denmark;Wales;9;19;1580;1536;2;0;UEFA Nations League;Denmark;Win;84.0;75.0;79.5;77.3;81.2;76.5;77.7;76.2
08/09/2018;England;Spain;6;9;1615;1580;1;2;UEFA Nations League;England;Lose;83.0;91.0;82.5;85.3;82.2;87.8;86.3;87.5
07/09/2018;South Korea;Costa Rica;57;32;1387;1471;2;0;Friendly;South Korea;Win;74.0;87.0;71.8;74.3;77.8;74.5;72.0;71.0
07/09/2018;Mexico;Uruguay;16;5;1560;1627;1;4;Friendly;USA;Lose;77.0;81.0;76.0;77.3;81.2;83.5;86.7;78.5
07/09/2018;USA;Brazil;22;3;1508;1657;0;2;Friendly;USA;Lose;75.0;86.0;76.2;76.3;76.8;87.0;88.7;86.2
06/09/2018;Germany;France;15;1;1561;1726;0;0;UEFA Nations League;Germany;Draw;90.0;88.0;86.0;83.7;86.8;84.8;83.7;88.2
06/09/2018;Portugal;Croatia;7;4;1599;1643;1;1;Friendly;Portugal;Draw;84.0;83.0;81.8;85.0;83.8;81.0;81.7;86.8
15/07/2018;France;Croatia;2;12;2164;2036;4;2;FIFA World Cup;Russia;Win;88.0;85.0;84.0;86.3;86.2;80.8;79.3;85.8
14/07/2018;Belgium;England;5;7;2124;2099;2;0;FIFA World Cup;Russia;Win;89.0;82.0;83.5;87.3;85.8;82.8;83.3;82.8
11/07/2018;Croatia;England;12;7;2036;2099;2;1;FIFA World Cup;Russia;Win;85.0;82.0;80.8;79.3;85.8;82.8;83.3;82.8
10/07/2018;France;Belgium;2;5;2164;2124;1;0;FIFA World Cup;Russia;Win;88.0;89.0;84.0;86.3;86.2;83.5;87.3;85.8
06/07/2018;Uruguay;France;14;2;2017;2164;0;2;FIFA World Cup;Russia;Lose;82.0;88.0;82.5;85.3;78.0;84.0;86.3;86.2
06/07/2018;Brazil;Belgium;4;5;2160;2124;1;2;FIFA World Cup;Russia;Lose;83.0;89.0;86.8;87.0;83.8;83.5;87.3;85.8
02/07/2018;Brazil;Mexico;4;10;2160;2041;2;0;FIFA World Cup;Russia;Win;83.0;79.0;86.8;87.0;83.8;77.8;81.0;80.0
02/07/2018;Belgium;Japan;5;41;2124;1816;3;2;FIFA World Cup;Russia;Win;89.0;72.0;83.5;87.3;85.8;75.2;76.7;78.8
01/07/2018;Croatia;Denmark;12;15;2036;2014;1;1;FIFA World Cup;Russia;Win;85.0;83.0;80.8;79.3;85.8;79.5;77.3;81.0
30/06/2018;France;Argentina;7;5;1198;1241;4;3;FIFA World Cup;Russia;Win;88.0;83.0;84.0;86.3;86.2;83.0;90.7;83.5
30/06/2018;Uruguay;Portugal;14;4;1018;1273;2;1;FIFA World Cup;Russia;Win;82.0;83.0;82.5;85.3;78.0;82.0;85.0;83.2
28/06/2018;Japan;Poland;61;8;520;1182;0;1;FIFA World Cup;Russia;Lose;72.0;82.0;75.2;76.7;78.8;79.2;82.7;78.2
28/06/2018;England;Belgium;12;3;1050;1298;0;1;FIFA World Cup;Russia;Lose;82.0;89.0;82.8;83.3;82.8;83.5;87.3;85.8
27/06/2018;South Korea;Germany;57;1;543;1558;2;0;FIFA World Cup;Russia;Win;74.0;92.0;73.5;74.0;77.5;85.8;82.0;87.5
27/06/2018;Serbia;Brazil;34;2;750;1430;0;2;FIFA World Cup;Russia;Lose;74.0;83.0;80.0;74.7;81.2;86.8;87.0;83.8
27/06/2018;Switzerland;Costa Rica;6;23;1198;884;2;2;FIFA World Cup;Russia;Draw;84.0;85.0;79.0;75.0;79.8;74.5;71.0;74.5
26/06/2018;Denmark;France;12;7;1051;1198;0;0;FIFA World Cup;Russia;Draw;83.0;88.0;79.5;77.3;81.0;84.0;86.3;86.2
25/06/2018;Spain;Morocco;10;41;1125;685;2;2;FIFA World Cup;Russia;Draw;90.0;71.0;86.8;84.7;87.0;76.5;75.3;80.2
25/06/2018;Iran;Portugal;37;4;708;1273;1;1;FIFA World Cup;Russia;Draw;71.0;83.0;;75.0;66.2;82.0;85.0;83.2
24/06/2018;Japan;Senegal;61;27;520;837;2;2;FIFA World Cup;Russia;Draw;72.0;73.0;75.2;76.7;78.8;79.5;80.7;78.8
23/06/2018;Belgium;Tunisia;3;21;1298;909;5;2;FIFA World Cup;Russia;Win;89.0;63.0;83.5;87.3;85.8;74.0;71.7;73.5
23/06/2018;South Korea;Mexico;57;15;543;989;1;2;FIFA World Cup;Russia;Lose;74.0;79.0;73.5;74.0;77.5;77.8;81.0;80.0
22/06/2018;Brazil;Costa Rica;2;23;1430;884;2;0;FIFA World Cup;Russia;Win;83.0;85.0;86.8;87.0;83.8;74.5;71.0;74.5
22/06/2018;Serbia;Switzerland;34;6;750;1198;1;2;FIFA World Cup;Russia;Lose;74.0;84.0;80.0;74.7;81.2;79.0;75.0;79.8
21/06/2018;Denmark;Australia;12;36;1051;718;1;1;FIFA World Cup;Russia;Draw;83.0;77.0;79.5;77.3;81.0;72.2;73.0;74.8
21/06/2018;Argentina;Croatia;5;20;1241;945;0;3;FIFA World Cup;Russia;Lose;83.0;85.0;83.0;90.7;83.5;80.8;79.3;85.8
20/06/2018;Portugal;Morocco;4;41;1273;685;1;0;FIFA World Cup;Russia;Win;83.0;71.0;82.0;85.0;83.2;76.5;75.3;80.2
20/06/2018;Uruguay;Saudi Arabia;14;67;1018;465;1;0;FIFA World Cup;Russia;Win;82.0;73.0;82.5;85.3;78.0;74.2;71.0;74.5
20/06/2018;Iran;Spain;37;10;708;1125;0;1;FIFA World Cup;Russia;Lose;71.0;90.0;;75.0;66.2;86.8;84.7;87.0
19/06/2018;Poland;Senegal;8;27;1182;837;1;2;FIFA World Cup;Russia;Lose;82.0;73.0;79.2;82.7;78.2;79.5;80.7;78.8
18/06/2018;Tunisia;England;21;12;909;1050;1;2;FIFA World Cup;Russia;Lose;63.0;82.0;74.0;71.7;73.5;82.8;83.3;82.8
17/06/2018;Costa Rica;Serbia;23;34;884;750;0;1;FIFA World Cup;Russia;Lose;85.0;74.0;74.5;71.0;74.5;80.0;74.7;81.2
17/06/2018;Germany;Mexico;1;15;1558;989;0;1;FIFA World Cup;Russia;Lose;92.0;79.0;85.8;82.0;87.5;77.8;81.0;80.0
17/06/2018;Brazil;Switzerland;2;6;1430;1198;1;1;FIFA World Cup;Russia;Draw;83.0;84.0;86.8;87.0;83.8;79.0;75.0;79.8
16/06/2018;France;Australia;7;36;1198;718;2;1;FIFA World Cup;Russia;Win;88.0;77.0;84.0;86.3;86.2;72.2;73.0;74.8
15/06/2018;Morocco;Iran;41;37;685;708;0;1;FIFA World Cup;Russia;Lose;71.0;71.0;76.5;75.3;80.2;;75.0;66.2
15/06/2018;Portugal;Spain;4;10;1273;1125;3;3;FIFA World Cup;Russia;Draw;83.0;90.0;82.0;85.0;83.2;86.8;84.7;87.0
11/06/2018;South Korea;Senegal;57;27;543;837;0;2;Friendly;Austria;Lose;74.0;73.0;73.5;74.0;77.5;79.5;80.7;78.8
11/06/2018;Belgium;Costa Rica;3;23;1298;884;4;1;Friendly;Belgium;Win;89.0;85.0;83.5;87.3;85.8;74.5;71.0;74.5
09/06/2018;Denmark;Mexico;12;15;1051;989;2;0;Friendly;Denmark;Win;83.0;79.0;79.5;77.3;81.0;77.8;81.0;80.0
09/06/2018;Tunisia;Spain;21;10;909;1125;0;1;Friendly;Russia;Lose;63.0;90.0;74.0;71.7;73.5;86.8;84.7;87.0
09/06/2018;France;USA;7;25;1198;872;1;1;Friendly;France;Draw;88.0;78.0;84.0;86.3;86.2;76.8;74.7;78.2
08/06/2018;Germany;Saudi Arabia;1;67;1558;465;2;1;Friendly;Germany;Win;92.0;73.0;85.8;82.0;87.5;74.2;71.0;74.5
08/06/2018;Croatia;Senegal;20;27;945;837;2;1;Friendly;Croatia;Win;85.0;73.0;80.8;79.3;85.8;79.5;80.7;78.8
08/06/2018;Switzerland;Japan;6;61;1198;520;2;0;Friendly;Switzerland;Win;84.0;72.0;79.0;75.0;79.8;75.2;76.7;78.8
07/06/2018;England;Costa Rica;12;23;1050;884;2;0;Friendly;England;Win;82.0;85.0;82.8;83.3;82.8;74.5;71.0;74.5
03/06/2018;Spain;Switzerland;8;6;1161;1179;1;1;Friendly;Spain;Draw;90.0;84.0;86.8;84.7;87.0;79.0;75.0;79.8
03/06/2018;Croatia;Brazil;18;2;975;1384;0;2;Friendly;England;Lose;85.0;83.0;80.8;79.3;85.8;86.8;87.0;83.8
02/06/2018;Belgium;Portugal;3;4;1345;1306;0;0;Friendly;Belgium;Draw;89.0;83.0;83.5;87.3;85.8;82.0;85.0;83.2
30/05/2018;Japan;Ghana;60;50;528;602;0;2;Friendly;Japan;Lose;72.0;69.0;75.2;76.7;78.8;73.5;79.3;76.5
28/05/2018;Portugal;Tunisia;4;14;1306;1012;2;2;Friendly;Portugal;Draw;83.0;63.0;82.0;85.0;83.2;74.0;71.7;73.5
28/05/2018;Mexico;Wales;15;21;1008;931;0;0;Friendly;USA;Draw;79.0;74.0;77.8;81.0;80.0;77.8;82.3;74.2
27/03/2018;Belgium;Saudi Arabia;5;69;1336;493;4;0;Friendly;Belgium;Win;89.0;73.0;83.5;87.3;85.8;74.2;71.0;74.5
27/03/2018;Germany;Brazil;1;2;1609;1489;0;1;Friendly;Germany;Lose;92.0;83.0;85.8;82.0;87.5;86.8;87.0;83.8
27/03/2018;Mexico;Croatia;17;15;1038;1052;0;1;Friendly;USA;Lose;79.0;85.0;77.8;81.0;80.0;80.8;79.3;85.8
27/03/2018;Poland;South Korea;6;59;1228;553;3;2;Friendly;Poland;Win;82.0;74.0;79.2;82.7;78.2;73.5;74.0;77.5
27/03/2018;Spain;Argentina;6;4;1228;1359;6;1;Friendly;Spain;Win;90.0;83.0;86.8;84.7;87.0;83.0;90.7;83.5
27/03/2018;Tunisia;Costa Rica;23;26;919;871;1;0;Friendly;France;Win;63.0;85.0;74.0;71.7;73.5;74.5;71.0;74.5
26/03/2018;Portugal;Netherlands;3;21;1360;963;0;3;Friendly;Switzerland;Lose;83.0;81.0;82.0;85.0;83.2;81.2;84.3;82.8
26/03/2018;Wales;Uruguay;20;22;983;931;0;1;Friendly;China PR;Lose;74.0;82.0;77.8;82.3;74.2;82.5;85.3;78.0
23/03/2018;Germany;Spain;1;6;1609;1228;1;1;Friendly;Germany;Draw;92.0;90.0;85.8;82.0;87.5;86.8;84.7;87.0
23/03/2018;Netherlands;England;21;16;963;1046;0;1;Friendly;Netherlands;Lose;81.0;82.0;81.2;84.3;82.8;82.8;83.3;82.8
23/03/2018;Serbia;Morocco;34;42;779;693;1;2;Friendly;Italy;Lose;74.0;71.0;80.0;74.7;81.2;76.5;75.3;80.2
23/03/2018;Tunisia;Iran;23;33;919;791;1;0;Friendly;Tunisia;Win;63.0;71.0;74.0;71.7;73.5;;75.0;66.2
16/12/2017;Japan;South Korea;55;59;622;563;1;4;EAFF Championship;Japan;Lose;72.0;74.0;75.2;76.7;78.8;73.5;74.0;77.5
14/11/2017;Belgium;Japan;5;44;1332;711;1;0;Friendly;Belgium;Win;89.0;72.0;83.5;87.3;85.8;75.2;76.7;78.8
14/11/2017;England;Brazil;12;2;1115;1618;0;0;Friendly;England;Draw;82.0;83.0;82.8;83.3;82.8;86.8;87.0;83.8
14/11/2017;Germany;France;1;7;1631;1226;2;2;Friendly;Germany;Draw;92.0;88.0;85.8;82.0;87.5;84.0;86.3;86.2
14/11/2017;South Korea;Serbia;62;38;588;748;1;1;Friendly;South Korea;Draw;74.0;74.0;73.5;74.0;77.5;80.0;74.7;81.2
14/11/2017;Portugal;USA;3;27;1446;842;1;1;Friendly;Portugal;Draw;83.0;78.0;82.0;85.0;83.2;76.8;74.7;78.2
13/11/2017;Poland;Mexico;6;16;1322;1059;0;1;Friendly;Poland;Lose;82.0;79.0;79.2;82.7;78.2;77.8;81.0;80.0
11/11/2017;Spain;Costa Rica;8;22;1217;913;5;0;Friendly;Spain;Win;90.0;85.0;86.8;84.7;87.0;74.5;71.0;74.5
10/11/2017;Belgium;Mexico;5;16;1332;1059;3;3;Friendly;Belgium;Draw;89.0;79.0;83.5;87.3;85.8;77.8;81.0;80.0
10/11/2017;England;Germany;12;1;1115;1631;0;0;Friendly;England;Draw;82.0;92.0;82.8;83.3;82.8;85.8;82.0;87.5
10/11/2017;France;Wales;7;14;1226;1072;2;0;Friendly;France;Win;88.0;74.0;84.0;86.3;86.2;77.8;82.3;74.2
10/11/2017;Japan;Brazil;44;2;711;1618;1;3;Friendly;France;Lose;72.0;83.0;75.2;76.7;78.8;86.8;87.0;83.8
10/11/2017;Poland;Uruguay;6;17;1322;1033;0;0;Friendly;Poland;Draw;82.0;82.0;79.2;82.7;78.2;82.5;85.3;78.0
10/11/2017;Portugal;Saudi Arabia;3;63;1446;576;3;0;Friendly;Portugal;Win;83.0;73.0;82.0;85.0;83.2;74.2;71.0;74.5
10/10/2017;Ecuador;Argentina;35;4;767;1325;1;3;FIFA World Cup qualification;Ecuador;Lose;73.0;83.0;71.8;75.3;78.2;83.0;90.7;83.5
10/10/2017;South Korea;Morocco;51;56;659;635;1;3;Friendly;Switzerland;Lose;74.0;71.0;73.5;74.0;77.5;76.5;75.3;80.2
10/10/2017;Portugal;Switzerland;3;7;1386;1210;2;0;FIFA World Cup qualification;Portugal;Win;83.0;84.0;82.0;85.0;83.2;79.0;75.0;79.8
10/10/2017;Saudi Arabia;Ghana;53;52;641;646;0;3;Friendly;Saudi Arabia;Lose;73.0;69.0;74.2;71.0;74.5;73.5;79.3;76.5
05/09/2017;Costa Rica;Mexico;21;14;917;1045;1;1;FIFA World Cup qualification;Costa Rica;Draw;85.0;79.0;74.5;71.0;74.5;77.8;81.0;80.0
05/09/2017;Saudi Arabia;Japan;59;44;600;696;1;0;FIFA World Cup qualification;Saudi Arabia;Win;73.0;72.0;74.2;71.0;74.5;75.2;76.7;78.8
01/09/2017;Denmark;Poland;46;5;683;1318;4;0;FIFA World Cup qualification;Denmark;Win;83.0;82.0;79.5;77.3;81.0;79.2;82.7;78.2
01/09/2017;USA;Costa Rica;26;21;865;917;0;2;FIFA World Cup qualification;USA;Lose;78.0;85.0;76.8;74.7;78.2;74.5;71.0;74.5
31/08/2017;Brazil;Ecuador;1;32;1604;791;2;0;FIFA World Cup qualification;Brazil;Win;83.0;74.0;86.5;87.0;84.0;73.8;76.0;76.2
31/08/2017;France;Netherlands;10;36;1157;734;4;0;FIFA World Cup qualification;France;Win;88.0;81.0;83.8;87.0;85.2;80.8;80.7;83.0
31/08/2017;Japan;Australia;44;45;696;690;2;0;FIFA World Cup qualification;Japan;Win;73.0;79.0;74.5;76.3;79.5;71.8;73.7;74.5
31/08/2017;South Korea;Iran;49;24;673;893;0;0;FIFA World Cup qualification;South Korea;Draw;74.0;71.0;74.0;75.3;77.2;;72.0;
31/08/2017;Uruguay;Argentina;17;3;995;1399;0;0;FIFA World Cup qualification;Uruguay;Draw;83.0;82.0;82.8;85.0;78.2;83.8;90.0;84.2
22/07/2017;USA;Costa Rica;35;26;751;838;2;0;Gold Cup;USA;Win;81.0;85.0;77.5;74.3;75.8;75.5;68.3;76.8
11/07/2017;Costa Rica;Canada;26;100;838;330;1;1;Gold Cup;USA;Draw;85.0;65.0;75.5;68.3;76.8;67.5;71.3;72.8
02/07/2017;Portugal;Mexico;8;17;1266;1049;2;1;Confederations Cup;Russia;Win;84.0;80.0;83.2;86.7;83.5;78.8;80.7;80.8
01/07/2017;USA;Ghana;23;49;861;678;2;1;Friendly;USA;Win;81.0;69.0;77.5;74.3;75.8;75.5;76.7;78.0
29/06/2017;Germany;Mexico;3;17;1511;1049;4;1;Confederations Cup;Russia;Win;92.0;80.0;87.2;81.3;88.0;78.8;80.7;80.8
25/06/2017;Germany;Cameroon;3;32;1511;811;3;1;Confederations Cup;Russia;Win;92.0;80.0;87.2;81.3;88.0;80.2;78.3;76.8
22/06/2017;Cameroon;Australia;32;48;811;681;1;1;Confederations Cup;Russia;Draw;80.0;79.0;80.2;78.3;76.8;71.8;73.7;74.5
19/06/2017;Australia;Germany;48;3;681;1511;2;3;Confederations Cup;Russia;Lose;79.0;92.0;71.8;73.7;74.5;87.2;81.3;88.0
18/06/2017;Portugal;Mexico;8;17;1266;1049;2;2;Confederations Cup;Russia;Draw;84.0;80.0;83.2;86.7;83.5;78.8;80.7;80.8
13/06/2017;Australia;Brazil;48;1;681;1715;0;4;Friendly;Australia;Lose;79.0;83.0;71.8;73.7;74.5;86.5;87.0;84.0
13/06/2017;France;England;6;13;1332;1119;3;2;Friendly;France;Win;88.0;84.0;83.8;87.0;85.2;83.5;83.3;82.0
13/06/2017;Qatar;South Korea;88;43;374;703;3;2;FIFA World Cup qualification;Qatar;Win;;74.0;;;;74.0;75.3;77.2
