date;home_team;away_team;home_team_fifa_rank;away_team_fifa_rank;home_team_total_fifa_points;away_team_total_fifa_points;home_team_score;away_team_score;tournament;country;home_team_result;home_team_goalkeeper_score;away_team_goalkeeper_score;home_team_mean_defense_score;home_team_mean_offense_score;home_team_mean_midfield_score;away_team_mean_defense_score;away_team_mean_offense_score;away_team_mean_midfield_score
17/04/2002;Japan;Costa Rica;33;27;0;0;1;1;Friendly;Japan;Draw;;;;;;;;
17/04/2002;Portugal;Brazil;5;2;0;0;1;1;Friendly;Portugal;Draw;;;;;;;;
27/03/2002;Argentina;Cameroon;2;19;0;0;2;2;Friendly;Switzerland;Draw;;;;;;;;
27/03/2002;Germany;USA;10;13;0;0;4;2;Friendly;Germany;Win;;;;;;;;
27/03/2002;Netherlands;Spain;9;7;0;0;1;0;Friendly;Netherlands;Win;;;;;;;;
27/03/2002;Poland;Japan;33;38;0;0;0;2;Friendly;Poland;Lose;;;;;;;;
27/03/2002;Saudi Arabia;Uruguay;35;22;0;0;3;2;Friendly;Saudi Arabia;Win;;;;;;;;
13/03/2002;Tunisia;South Korea;29;41;0;0;0;0;Friendly;Tunisia;Draw;;;;;;;;
10/03/2002;USA;Ecuador;13;37;0;0;1;0;Friendly;USA;Win;;;;;;;;
13/02/2002;Netherlands;England;8;10;0;0;1;1;Friendly;Netherlands;Draw;;;;;;;;
13/02/2002;Saudi Arabia;Denmark;34;20;0;0;0;1;Friendly;Saudi Arabia;Lose;;;;;;;;
13/02/2002;Spain;Portugal;7;4;0;0;1;1;Friendly;Spain;Draw;;;;;;;;
13/02/2002;Uruguay;South Korea;24;41;0;0;2;1;Friendly;Uruguay;Win;;;;;;;;
13/02/2002;Wales;Argentina;101;2;0;0;1;1;Friendly;Wales;Draw;;;;;;;;
10/02/2002;Senegal;Cameroon;68;37;0;0;0;0;African Cup of Nations;Mali;Lose;;;;;;;;
06/02/2002;Saudi Arabia;Brazil;32;3;0;0;0;1;Friendly;Saudi Arabia;Lose;;;;;;;;
02/02/2002;Canada;South Korea;93;42;0;0;2;1;Gold Cup;USA;Win;;;;;;;;
02/02/2002;USA;Costa Rica;24;30;0;0;2;0;Gold Cup;USA;Win;;;;;;;;
31/01/2002;Senegal;Tunisia;68;28;0;0;0;0;African Cup of Nations;Mali;Draw;;;;;;;;
30/01/2002;Costa Rica;South Korea;30;42;0;0;3;1;Gold Cup;USA;Win;;;;;;;;
30/01/2002;USA;Canada;24;93;0;0;0;0;Gold Cup;USA;Win;;;;;;;;
30/01/2002;Saudi Arabia;Qatar;32;80;0;0;3;1;Gulf Cup;Saudi Arabia;Win;;;;;;;;
27/01/2002;Mexico;South Korea;9;42;0;0;0;0;Gold Cup;USA;Lose;;;;;;;;
22/01/2002;Canada;Ecuador;93;38;0;0;0;2;Gold Cup;USA;Lose;;;;;;;;
21/01/2002;Morocco;Ghana;36;61;0;0;0;0;African Cup of Nations;Mali;Draw;;;;;;;;
19/01/2002;USA;South Korea;24;42;0;0;2;1;Gold Cup;USA;Win;;;;;;;;
11/01/2002;Tunisia;Cameroon;28;38;0;0;0;1;Friendly;Tunisia;Lose;;;;;;;;
09/12/2001;South Korea;USA;43;21;0;0;1;0;Friendly;South Korea;Win;;;;;;;;
25/11/2001;Uruguay;Australia;24;50;0;0;3;0;FIFA World Cup qualification;Uruguay;Win;;;;;;;;
20/11/2001;Australia;Uruguay;48;23;0;0;1;0;FIFA World Cup qualification;Australia;Win;;;;;;;;
14/11/2001;Poland;Cameroon;28;38;0;0;0;0;Friendly;Poland;Draw;;;;;;;;
14/11/2001;Spain;Mexico;6;11;0;0;1;0;Friendly;Spain;Win;;;;;;;;
14/11/2001;Uruguay;Argentina;23;3;0;0;1;1;FIFA World Cup qualification;Uruguay;Draw;;;;;;;;
13/11/2001;South Korea;Croatia;43;16;0;0;1;1;Friendly;South Korea;Draw;;;;;;;;
11/11/2001;Australia;France;48;1;0;0;1;1;Friendly;Australia;Draw;;;;;;;;
10/11/2001;Denmark;Netherlands;17;7;0;0;1;1;Friendly;Denmark;Draw;;;;;;;;
10/11/2001;South Korea;Croatia;43;16;0;0;2;0;Friendly;South Korea;Win;;;;;;;;
08/11/2001;South Korea;Senegal;43;65;0;0;0;1;Friendly;South Korea;Lose;;;;;;;;
07/11/2001;Ecuador;Uruguay;39;23;0;0;1;1;FIFA World Cup qualification;Ecuador;Draw;;;;;;;;
07/10/2001;Costa Rica;Mexico;29;10;0;0;0;0;FIFA World Cup qualification;Costa Rica;Draw;;;;;;;;
06/10/2001;Croatia;Belgium;16;26;0;0;1;0;FIFA World Cup qualification;Croatia;Win;;;;;;;;
04/10/2001;Japan;Senegal;28;69;0;0;0;2;Friendly;France;Lose;;;;;;;;
28/09/2001;Saudi Arabia;Iran;35;38;0;0;2;2;FIFA World Cup qualification;Saudi Arabia;Draw;;;;;;;;
05/09/2001;Argentina;Brazil;3;2;0;0;2;1;FIFA World Cup qualification;Argentina;Win;;;;;;;;
05/09/2001;Costa Rica;USA;31;16;0;0;2;0;FIFA World Cup qualification;Costa Rica;Win;;;;;;;;
01/09/2001;Germany;England;5;15;0;0;1;5;FIFA World Cup qualification;Germany;Lose;;;;;;;;
24/08/2001;Iran;Saudi Arabia;46;36;0;0;2;0;FIFA World Cup qualification;Iran;Win;;;;;;;;
15/08/2001;Ecuador;Argentina;50;3;0;0;0;2;FIFA World Cup qualification;Ecuador;Lose;;;;;;;;
15/08/2001;England;Netherlands;15;10;0;0;0;2;Friendly;England;Lose;;;;;;;;
15/08/2001;France;Denmark;1;17;0;0;1;0;Friendly;France;Win;;;;;;;;
15/08/2001;Japan;Australia;32;46;0;0;3;0;Friendly;Japan;Win;;;;;;;;
05/08/2001;Saudi Arabia;Qatar;29;90;0;0;1;2;Friendly;Saudi Arabia;Lose;;;;;;;;
01/08/2001;Qatar;Iran;90;51;0;0;2;1;Friendly;Qatar;Win;;;;;;;;
25/07/2001;Mexico;Uruguay;13;30;0;0;2;1;Copa América;Colombia;Win;;;;;;;;
22/07/2001;Uruguay;Costa Rica;30;33;0;0;2;1;Copa América;Colombia;Win;;;;;;;;
16/07/2001;Uruguay;Costa Rica;40;47;0;0;1;1;Copa América;Colombia;Draw;;;;;;;;
14/07/2001;Senegal;Morocco;80;28;0;0;1;0;FIFA World Cup qualification;Senegal;Win;;;;;;;;
12/07/2001;Brazil;Mexico;2;15;0;0;0;1;Copa América;Colombia;Lose;;;;;;;;
01/07/2001;Mexico;USA;15;17;0;0;1;0;FIFA World Cup qualification;Mexico;Win;;;;;;;;
01/07/2001;Uruguay;Brazil;40;2;0;0;1;0;FIFA World Cup qualification;Uruguay;Win;;;;;;;;
16/06/2001;Mexico;Costa Rica;13;54;0;0;1;2;FIFA World Cup qualification;Mexico;Lose;;;;;;;;
10/06/2001;Japan;France;44;1;0;0;0;1;Confederations Cup;Japan;Lose;;;;;;;;
09/06/2001;Australia;Brazil;68;2;0;0;1;0;Confederations Cup;South Korea;Win;;;;;;;;
07/06/2001;France;Brazil;1;2;0;0;2;1;Confederations Cup;South Korea;Win;;;;;;;;
07/06/2001;Japan;Australia;44;68;0;0;1;0;Confederations Cup;Japan;Win;;;;;;;;
07/06/2001;USA;Ecuador;15;45;0;0;0;0;Friendly;USA;Draw;;;;;;;;
04/06/2001;Cameroon;Canada;37;71;0;0;2;0;Confederations Cup;Japan;Win;;;;;;;;
04/06/2001;Japan;Brazil;44;2;0;0;0;0;Confederations Cup;Japan;Draw;;;;;;;;
03/06/2001;France;Mexico;1;13;0;0;4;0;Confederations Cup;South Korea;Win;;;;;;;;
03/06/2001;South Korea;Australia;39;68;0;0;1;0;Confederations Cup;South Korea;Win;;;;;;;;
02/06/2001;Canada;Brazil;71;2;0;0;0;0;Confederations Cup;Japan;Draw;;;;;;;;
02/06/2001;Japan;Cameroon;44;37;0;0;2;0;Confederations Cup;Japan;Win;;;;;;;;
02/06/2001;Wales;Poland;110;23;0;0;1;2;FIFA World Cup qualification;Wales;Lose;;;;;;;;
01/06/2001;Australia;France;68;1;0;0;1;0;Confederations Cup;South Korea;Win;;;;;;;;
01/06/2001;South Korea;Mexico;39;13;0;0;2;1;Confederations Cup;South Korea;Win;;;;;;;;
31/05/2001;Brazil;Cameroon;2;37;0;0;2;0;Confederations Cup;Japan;Win;;;;;;;;
31/05/2001;Japan;Canada;44;71;0;0;3;0;Confederations Cup;Japan;Win;;;;;;;;
30/05/2001;South Korea;France;39;1;0;0;0;5;Confederations Cup;South Korea;Lose;;;;;;;;
30/05/2001;Mexico;Australia;13;68;0;0;0;2;Confederations Cup;South Korea;Lose;;;;;;;;
25/05/2001;England;Mexico;14;13;0;0;4;0;Friendly;England;Win;;;;;;;;
25/05/2001;South Korea;Cameroon;39;37;0;0;0;0;Friendly;South Korea;Draw;;;;;;;;
26/04/2001;Canada;Iran;65;40;0;0;1;0;Friendly;Egypt;Win;;;;;;;;
25/04/2001;France;Portugal;2;5;0;0;4;0;Friendly;France;Win;;;;;;;;
25/04/2001;Spain;Japan;7;42;0;0;1;0;Friendly;Spain;Win;;;;;;;;
25/04/2001;USA;Costa Rica;18;52;0;0;1;0;FIFA World Cup qualification;USA;Win;;;;;;;;
24/04/2001;Iran;South Korea;40;41;0;0;0;1;Friendly;Egypt;Lose;;;;;;;;
28/03/2001;Ecuador;Brazil;53;1;0;0;1;0;FIFA World Cup qualification;Ecuador;Win;;;;;;;;
28/03/2001;Portugal;Netherlands;4;9;0;0;2;2;FIFA World Cup qualification;Portugal;Draw;;;;;;;;
28/03/2001;Spain;France;7;2;0;0;2;1;Friendly;Spain;Win;;;;;;;;
24/03/2001;France;Japan;2;42;0;0;5;0;Friendly;France;Win;;;;;;;;
24/03/2001;Morocco;Tunisia;30;27;0;0;2;0;African Cup of Nations qualification;Morocco;Win;;;;;;;;
07/03/2001;Mexico;Brazil;12;1;0;0;3;3;Friendly;Mexico;Draw;;;;;;;;
03/03/2001;USA;Brazil;16;1;0;0;1;2;Friendly;USA;Lose;;;;;;;;
28/02/2001;England;Spain;17;7;0;0;3;0;Friendly;England;Win;;;;;;;;
28/02/2001;Switzerland;Poland;59;38;0;0;0;4;Friendly;Cyprus;Lose;;;;;;;;
28/02/2001;USA;Mexico;16;12;0;0;2;0;FIFA World Cup qualification;USA;Win;;;;;;;;
27/02/2001;France;Germany;2;11;0;0;1;0;Friendly;France;Win;;;;;;;;
24/02/2001;Morocco;Senegal;28;89;0;0;0;0;FIFA World Cup qualification;Morocco;Draw;;;;;;;;
08/02/2001;Morocco;South Korea;28;42;0;0;1;1;United Arab Emirates Friendship Tournament;United Arab Emirates;Draw;;;;;;;;
13/01/2001;Tunisia;Morocco;26;28;0;0;0;1;African Cup of Nations qualification;Tunisia;Lose;;;;;;;;
20/12/2000;Japan;South Korea;38;40;0;0;1;1;Friendly;Japan;Draw;;;;;;;;
20/12/2000;Mexico;Argentina;12;3;0;0;0;2;Friendly;USA;Lose;;;;;;;;
15/11/2000;Canada;Mexico;63;11;0;0;0;0;FIFA World Cup qualification;Canada;Draw;;;;;;;;
15/11/2000;Denmark;Germany;24;8;0;0;2;1;Friendly;Denmark;Win;;;;;;;;
15/11/2000;Spain;Netherlands;6;10;0;0;1;2;Friendly;Spain;Lose;;;;;;;;
15/11/2000;Tunisia;Switzerland;25;59;0;0;1;1;Friendly;Tunisia;Draw;;;;;;;;
29/10/2000;Japan;Saudi Arabia;49;47;0;0;1;0;AFC Asian Cup;Lebanon;Win;;;;;;;;
26/10/2000;South Korea;Saudi Arabia;44;47;0;0;1;2;AFC Asian Cup;Lebanon;Lose;;;;;;;;
25/10/2000;USA;Mexico;18;11;0;0;2;0;Friendly;USA;Win;;;;;;;;
23/10/2000;Iran;South Korea;43;44;0;0;1;2;AFC Asian Cup;Lebanon;Lose;;;;;;;;
20/10/2000;Japan;Qatar;49;96;0;0;1;1;AFC Asian Cup;Lebanon;Draw;;;;;;;;
17/10/2000;Saudi Arabia;Qatar;47;96;0;0;0;0;AFC Asian Cup;Lebanon;Draw;;;;;;;;
14/10/2000;Saudi Arabia;Japan;47;49;0;0;1;4;AFC Asian Cup;Lebanon;Lose;;;;;;;;
11/10/2000;Netherlands;Portugal;9;7;0;0;0;2;FIFA World Cup qualification;Netherlands;Lose;;;;;;;;
11/10/2000;Poland;Wales;36;109;0;0;0;0;FIFA World Cup qualification;Poland;Draw;;;;;;;;
11/10/2000;USA;Costa Rica;18;54;0;0;0;0;FIFA World Cup qualification;USA;Draw;;;;;;;;
08/10/2000;Argentina;Uruguay;3;32;0;0;2;1;FIFA World Cup qualification;Argentina;Win;;;;;;;;
07/10/2000;Australia;South Korea;67;43;0;0;2;4;United Arab Emirates Friendship Tournament;United Arab Emirates;Lose;;;;;;;;
07/10/2000;England;Germany;14;9;0;0;0;1;FIFA World Cup qualification;England;Lose;;;;;;;;
04/10/2000;France;Cameroon;2;34;0;0;1;1;Friendly;France;Draw;;;;;;;;
27/09/2000;Qatar;Iran;92;44;0;0;1;2;Friendly;Qatar;Lose;;;;;;;;
20/09/2000;Mexico;Ecuador;13;60;0;0;2;0;Friendly;USA;Win;;;;;;;;
03/09/2000;Uruguay;Ecuador;36;65;0;0;4;0;FIFA World Cup qualification;Uruguay;Win;;;;;;;;
02/09/2000;Belgium;Croatia;28;15;0;0;0;0;FIFA World Cup qualification;Belgium;Draw;;;;;;;;
02/09/2000;France;England;2;13;0;0;1;1;Friendly;France;Draw;;;;;;;;
16/08/2000;Germany;Spain;11;5;0;0;4;1;Friendly;Germany;Win;;;;;;;;
15/08/2000;Mexico;Canada;14;56;0;0;2;0;FIFA World Cup qualification;Mexico;Win;;;;;;;;
26/07/2000;Brazil;Argentina;1;5;0;0;3;1;FIFA World Cup qualification;Brazil;Win;;;;;;;;
23/07/2000;Costa Rica;USA;69;20;0;0;2;1;FIFA World Cup qualification;Costa Rica;Win;;;;;;;;
19/07/2000;Argentina;Ecuador;5;66;0;0;2;0;FIFA World Cup qualification;Argentina;Win;;;;;;;;
28/06/2000;Brazil;Uruguay;1;43;0;0;1;1;FIFA World Cup qualification;Brazil;Draw;;;;;;;;
28/06/2000;France;Portugal;2;15;0;0;2;1;UEFA Euro;Belgium;Win;;;;;;;;
25/06/2000;Spain;France;4;2;0;0;1;2;UEFA Euro;Belgium;Lose;;;;;;;;
21/06/2000;Netherlands;France;21;2;0;0;3;2;UEFA Euro;Netherlands;Win;;;;;;;;
20/06/2000;Portugal;Germany;15;6;0;0;3;0;UEFA Euro;Netherlands;Win;;;;;;;;
17/06/2000;England;Germany;12;6;0;0;1;0;UEFA Euro;Belgium;Win;;;;;;;;
16/06/2000;Netherlands;Denmark;21;13;0;0;3;0;UEFA Euro;Netherlands;Win;;;;;;;;
12/06/2000;Portugal;England;15;12;0;0;3;2;UEFA Euro;Netherlands;Win;;;;;;;;
11/06/2000;France;Denmark;2;13;0;0;3;0;UEFA Euro;Belgium;Win;;;;;;;;
11/06/2000;Tunisia;Senegal;27;79;0;0;4;1;Friendly;Tunisia;Win;;;;;;;;
11/06/2000;USA;Mexico;19;8;0;0;3;0;USA Cup;USA;Win;;;;;;;;
06/06/2000;Morocco;France;25;3;0;0;1;5;King Hassan II Tournament;Morocco;Lose;;;;;;;;
04/06/2000;France;Japan;3;56;0;0;2;2;King Hassan II Tournament;Morocco;Win;;;;;;;;
04/06/2000;Netherlands;Poland;21;35;0;0;3;1;Friendly;Switzerland;Win;;;;;;;;
03/06/2000;Denmark;Belgium;13;30;0;0;2;2;Friendly;Denmark;Draw;;;;;;;;
02/06/2000;Portugal;Wales;15;101;0;0;3;0;Friendly;Portugal;Win;;;;;;;;
28/05/2000;Croatia;France;7;3;0;0;0;2;Friendly;Croatia;Lose;;;;;;;;
27/05/2000;England;Brazil;12;1;0;0;1;1;Friendly;England;Draw;;;;;;;;
23/05/2000;Wales;Brazil;101;1;0;0;0;3;Friendly;Wales;Lose;;;;;;;;
26/04/2000;Brazil;Ecuador;1;71;0;0;3;2;FIFA World Cup qualification;Brazil;Win;;;;;;;;
26/04/2000;Germany;Switzerland;5;55;0;0;1;1;Friendly;Germany;Draw;;;;;;;;
26/04/2000;South Korea;Japan;43;50;0;0;1;0;Friendly;South Korea;Win;;;;;;;;
29/03/2000;Belgium;Netherlands;33;19;0;0;2;2;Friendly;Belgium;Draw;;;;;;;;
29/03/2000;Croatia;Germany;9;5;0;0;1;1;Friendly;Croatia;Draw;;;;;;;;
29/03/2000;Portugal;Denmark;15;12;0;0;2;1;Friendly;Portugal;Win;;;;;;;;
12/03/2000;USA;Tunisia;22;27;0;0;1;1;Friendly;USA;Draw;;;;;;;;
23/02/2000;Belgium;Portugal;33;15;0;0;1;1;Friendly;Belgium;Draw;;;;;;;;
23/02/2000;Croatia;Spain;9;4;0;0;0;0;Friendly;Croatia;Draw;;;;;;;;
23/02/2000;England;Argentina;11;6;0;0;0;0;Friendly;England;Draw;;;;;;;;
23/02/2000;France;Poland;3;32;0;0;1;0;Friendly;France;Win;;;;;;;;
23/02/2000;Netherlands;Germany;19;5;0;0;2;1;Friendly;Netherlands;Win;;;;;;;;
23/02/2000;Qatar;Wales;106;99;0;0;0;1;Friendly;Qatar;Lose;;;;;;;;
20/02/2000;Mexico;Canada;10;85;0;0;1;2;Gold Cup;USA;Lose;;;;;;;;
17/02/2000;South Korea;Costa Rica;48;63;0;0;2;2;Gold Cup;USA;Draw;;;;;;;;
15/02/2000;Canada;South Korea;80;52;0;0;0;0;Gold Cup;USA;Draw;;;;;;;;
13/02/2000;Costa Rica;Canada;64;80;0;0;2;2;Gold Cup;USA;Draw;;;;;;;;
10/02/2000;Cameroon;Tunisia;57;28;0;0;3;0;African Cup of Nations;Ghana;Win;;;;;;;;
05/02/2000;Japan;Mexico;58;10;0;0;0;1;Lunar New Year Cup;Hong Kong;Lose;;;;;;;;
29/01/2000;Tunisia;Morocco;28;25;0;0;0;0;African Cup of Nations;Nigeria;Draw;;;;;;;;
26/01/2000;Spain;Poland;4;32;0;0;3;0;Friendly;Spain;Win;;;;;;;;
22/01/2000;Ghana;Cameroon;50;57;0;0;1;1;African Cup of Nations;Ghana;Draw;;;;;;;;
18/01/2000;Ghana;Tunisia;48;31;0;0;2;0;Friendly;Ghana;Win;;;;;;;;
16/01/2000;USA;Iran;22;49;0;0;1;1;Friendly;USA;Draw;;;;;;;;
13/01/2000;Senegal;Cameroon;79;58;0;0;0;0;Friendly;Senegal;Draw;;;;;;;;
09/01/2000;Mexico;Iran;10;49;0;0;2;1;Friendly;USA;Win;;;;;;;;
22/12/1999;Tunisia;Ghana;31;48;0;0;2;0;Friendly;Tunisia;Win;;;;;;;;
21/12/1999;Morocco;Senegal;24;83;0;0;0;0;Friendly;Morocco;Draw;;;;;;;;
17/11/1999;Morocco;USA;24;21;0;0;2;1;Friendly;Morocco;Win;;;;;;;;
17/11/1999;Spain;Argentina;4;7;0;0;0;2;Friendly;Spain;Lose;;;;;;;;
13/11/1999;France;Croatia;3;6;0;0;3;0;Friendly;France;Win;;;;;;;;
13/11/1999;Spain;Brazil;4;1;0;0;0;0;Friendly;Spain;Draw;;;;;;;;
27/10/1999;Mexico;Ecuador;11;61;0;0;0;0;Friendly;USA;Draw;;;;;;;;
12/10/1999;Uruguay;Ecuador;41;60;0;0;0;0;Friendly;Uruguay;Draw;;;;;;;;
10/10/1999;Denmark;Iran;16;50;0;0;0;0;Friendly;Denmark;Draw;;;;;;;;
10/10/1999;England;Belgium;12;32;0;0;2;1;Friendly;England;Win;;;;;;;;
09/10/1999;Netherlands;Brazil;14;1;0;0;2;2;Friendly;Netherlands;Draw;;;;;;;;
09/10/1999;Wales;Switzerland;78;53;0;0;0;2;UEFA Euro qualification;Wales;Lose;;;;;;;;
08/09/1999;Japan;Iran;46;51;0;0;1;1;Friendly;Japan;Draw;;;;;;;;
08/09/1999;Poland;England;27;14;0;0;0;0;UEFA Euro qualification;Poland;Draw;;;;;;;;
07/09/1999;Belgium;Morocco;33;19;0;0;4;0;Friendly;Belgium;Win;;;;;;;;
07/09/1999;Brazil;Argentina;1;6;0;0;4;2;Friendly;Brazil;Win;;;;;;;;
04/09/1999;Argentina;Brazil;6;1;0;0;2;0;Friendly;Argentina;Win;;;;;;;;
04/09/1999;Denmark;Switzerland;17;54;0;0;2;1;UEFA Euro qualification;Denmark;Win;;;;;;;;
04/09/1999;Netherlands;Belgium;13;33;0;0;5;5;Friendly;Netherlands;Draw;;;;;;;;
18/08/1999;Denmark;Netherlands;17;13;0;0;0;0;Friendly;Denmark;Draw;;;;;;;;
18/08/1999;Poland;Spain;27;7;0;0;1;2;Friendly;Poland;Lose;;;;;;;;
18/08/1999;Uruguay;Costa Rica;43;68;0;0;5;4;Friendly;Uruguay;Win;;;;;;;;
04/08/1999;Mexico;Brazil;11;1;0;0;4;3;Confederations Cup;Mexico;Win;;;;;;;;
03/08/1999;USA;Saudi Arabia;30;40;0;0;2;0;Confederations Cup;Mexico;Win;;;;;;;;
01/08/1999;Brazil;Saudi Arabia;1;40;0;0;8;2;Confederations Cup;Mexico;Win;;;;;;;;
01/08/1999;Mexico;USA;11;30;0;0;1;0;Confederations Cup;Mexico;Win;;;;;;;;
30/07/1999;USA;Germany;30;5;0;0;2;0;Confederations Cup;Mexico;Win;;;;;;;;
28/07/1999;Brazil;USA;1;30;0;0;1;0;Confederations Cup;Mexico;Win;;;;;;;;
25/07/1999;Mexico;Saudi Arabia;11;40;0;0;5;1;Confederations Cup;Mexico;Win;;;;;;;;
24/07/1999;Brazil;Germany;1;5;0;0;4;0;Confederations Cup;Mexico;Win;;;;;;;;
18/07/1999;Brazil;Uruguay;1;74;0;0;3;0;Copa América;Paraguay;Win;;;;;;;;
17/07/1999;Costa Rica;Saudi Arabia;67;40;0;0;1;0;Friendly;USA;Win;;;;;;;;
14/07/1999;Mexico;Brazil;14;1;0;0;0;2;Copa América;Paraguay;Lose;;;;;;;;
11/07/1999;Brazil;Argentina;1;8;0;0;2;1;Copa América;Paraguay;Win;;;;;;;;
09/07/1999;Canada;Saudi Arabia;95;40;0;0;0;2;Friendly;USA;Lose;;;;;;;;
07/07/1999;Uruguay;Argentina;74;8;0;0;0;2;Copa América;Paraguay;Lose;;;;;;;;
04/07/1999;Uruguay;Ecuador;74;49;0;0;2;1;Copa América;Paraguay;Win;;;;;;;;
03/07/1999;Brazil;Mexico;1;14;0;0;2;1;Copa América;Paraguay;Win;;;;;;;;
01/07/1999;Argentina;Ecuador;8;49;0;0;3;1;Copa América;Paraguay;Win;;;;;;;;
19/06/1999;South Korea;Croatia;38;7;0;0;1;1;Korea Cup;South Korea;Draw;;;;;;;;
16/06/1999;Brazil;Poland;1;23;0;0;2;0;Friendly;Thailand;Win;;;;;;;;
16/06/1999;Croatia;Mexico;7;14;0;0;2;1;Korea Cup;South Korea;Win;;;;;;;;
13/06/1999;USA;Argentina;24;7;0;0;1;0;Friendly;USA;Win;;;;;;;;
12/06/1999;South Korea;Mexico;34;13;0;0;1;1;Korea Cup;South Korea;Draw;;;;;;;;
09/06/1999;Mexico;Argentina;13;7;0;0;2;2;Friendly;USA;Draw;;;;;;;;
09/06/1999;Wales;Denmark;82;18;0;0;0;2;UEFA Euro qualification;England;Lose;;;;;;;;
08/06/1999;Brazil;Netherlands;1;9;0;0;3;1;Friendly;Brazil;Win;;;;;;;;
06/06/1999;Canada;Ecuador;93;55;0;0;1;2;Friendly;Canada;Lose;;;;;;;;
05/06/1999;Brazil;Netherlands;1;9;0;0;2;2;Friendly;Brazil;Draw;;;;;;;;
05/06/1999;South Korea;Belgium;34;27;0;0;1;2;Friendly;South Korea;Lose;;;;;;;;
04/06/1999;Canada;Iran;93;47;0;0;0;1;Friendly;Canada;Lose;;;;;;;;
03/06/1999;Japan;Belgium;41;27;0;0;0;0;Kirin Cup;Japan;Draw;;;;;;;;
02/06/1999;Ecuador;Iran;55;47;0;0;1;1;Friendly;Canada;Draw;;;;;;;;
05/05/1999;Spain;Croatia;8;6;0;0;3;1;Friendly;Spain;Win;;;;;;;;
28/04/1999;Netherlands;Morocco;9;19;0;0;1;2;Friendly;Netherlands;Lose;;;;;;;;
14/04/1999;Mexico;Ecuador;12;55;0;0;0;0;Friendly;Mexico;Draw;;;;;;;;
31/03/1999;Japan;Brazil;37;1;0;0;0;2;Friendly;Japan;Lose;;;;;;;;
31/03/1999;Netherlands;Argentina;8;6;0;0;1;1;Friendly;Netherlands;Draw;;;;;;;;
31/03/1999;Switzerland;Wales;63;77;0;0;2;0;UEFA Euro qualification;Switzerland;Win;;;;;;;;
28/03/1999;South Korea;Brazil;36;1;0;0;1;0;Friendly;South Korea;Win;;;;;;;;
27/03/1999;England;Poland;11;27;0;0;3;1;UEFA Euro qualification;England;Win;;;;;;;;
13/03/1999;USA;Mexico;23;12;0;0;1;2;USA Cup;USA;Lose;;;;;;;;
10/02/1999;Croatia;Denmark;3;15;0;0;0;1;Friendly;Croatia;Lose;;;;;;;;
10/02/1999;England;France;11;2;0;0;0;2;Friendly;England;Lose;;;;;;;;
10/02/1999;Mexico;Argentina;12;6;0;0;0;1;Friendly;USA;Lose;;;;;;;;
10/02/1999;Portugal;Netherlands;17;8;0;0;0;0;Friendly;France;Draw;;;;;;;;
06/02/1999;USA;Germany;23;5;0;0;3;0;Friendly;USA;Win;;;;;;;;
28/01/1999;Costa Rica;Ecuador;69;61;0;0;0;0;Friendly;Costa Rica;Draw;;;;;;;;
20/01/1999;France;Morocco;2;13;0;0;1;0;Friendly;France;Win;;;;;;;;
18/11/1998;Germany;Netherlands;3;9;0;0;1;1;Friendly;Germany;Draw;;;;;;;;
11/11/1998;Qatar;Saudi Arabia;56;30;0;0;0;0;Gulf Cup;Bahrain;Draw;;;;;;;;
06/11/1998;USA;Australia;17;33;0;0;0;0;Friendly;USA;Draw;;;;;;;;
14/10/1998;Brazil;Ecuador;1;51;0;0;5;1;Friendly;USA;Win;;;;;;;;
14/10/1998;Switzerland;Denmark;77;18;0;0;1;1;UEFA Euro qualification;Switzerland;Draw;;;;;;;;
13/10/1998;Netherlands;Ghana;9;60;0;0;0;0;Friendly;Netherlands;Draw;;;;;;;;
10/10/1998;Denmark;Wales;18;107;0;0;1;2;UEFA Euro qualification;Denmark;Lose;;;;;;;;
04/10/1998;Cameroon;Ghana;37;60;0;0;1;3;African Cup of Nations qualification;Cameroon;Lose;;;;;;;;
01/10/1998;Qatar;Saudi Arabia;75;32;0;0;1;3;Arab Cup;Qatar;Lose;;;;;;;;
17/09/1998;Saudi Arabia;Senegal;32;80;0;0;3;2;Friendly;Saudi Arabia;Win;;;;;;;;
02/09/1998;Morocco;Senegal;16;73;0;0;2;0;Friendly;Morocco;Win;;;;;;;;
12/07/1998;France;Brazil;18;1;0;0;3;0;FIFA World Cup;France;Win;;;;;;;;
11/07/1998;Netherlands;Croatia;25;19;0;0;1;2;FIFA World Cup;France;Lose;;;;;;;;
08/07/1998;France;Croatia;18;19;0;0;2;1;FIFA World Cup;France;Win;;;;;;;;
07/07/1998;Brazil;Netherlands;1;25;0;0;1;1;FIFA World Cup;France;Win;;;;;;;;
04/07/1998;Germany;Croatia;2;19;0;0;0;3;FIFA World Cup;France;Lose;;;;;;;;
04/07/1998;Netherlands;Argentina;25;6;0;0;2;1;FIFA World Cup;France;Win;;;;;;;;
03/07/1998;Brazil;Denmark;1;27;0;0;3;2;FIFA World Cup;France;Win;;;;;;;;
30/06/1998;Argentina;England;6;5;0;0;2;2;FIFA World Cup;France;Win;;;;;;;;
29/06/1998;Germany;Mexico;2;4;0;0;2;1;FIFA World Cup;France;Win;;;;;;;;
26/06/1998;Argentina;Croatia;6;19;0;0;1;0;FIFA World Cup;France;Win;;;;;;;;
